1.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-7.0,260.0
1.0,-8.0,260.0
1.0,-8.0,261.0
2.0,-8.0,260.0
2.0,-8.0,259.0
2.0,-8.0,258.0
1.0,-7.0,260.0
2.0,-8.0,259.0
2.0,-8.0,260.0
2.0,-9.0,259.0
0.0,-7.0,258.0
1.0,-8.0,259.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-7.0,258.0
1.0,-8.0,260.0
1.0,-8.0,258.0
2.0,-9.0,259.0
1.0,-8.0,260.0
1.0,-9.0,260.0
1.0,-8.0,258.0
1.0,-9.0,261.0
1.0,-8.0,258.0
2.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-7.0,259.0
1.0,-7.0,258.0
2.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
2.0,-8.0,257.0
1.0,-8.0,261.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-8.0,261.0
1.0,-9.0,258.0
2.0,-9.0,259.0
1.0,-6.0,260.0
1.0,-8.0,259.0
2.0,-9.0,260.0
2.0,-8.0,258.0
2.0,-9.0,260.0
0.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-8.0,260.0
2.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-7.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-9.0,259.0
1.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-9.0,260.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-7.0,259.0
2.0,-9.0,259.0
1.0,-7.0,258.0
1.0,-8.0,258.0
2.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-9.0,258.0
2.0,-8.0,259.0
1.0,-7.0,258.0
1.0,-8.0,259.0
2.0,-7.0,261.0
1.0,-8.0,259.0
1.0,-8.0,259.0
2.0,-8.0,260.0
1.0,-7.0,260.0
2.0,-8.0,259.0
1.0,-8.0,260.0
2.0,-8.0,260.0
1.0,-8.0,259.0
2.0,-8.0,259.0
1.0,-8.0,259.0
0.0,-7.0,259.0
1.0,-8.0,258.0
2.0,-9.0,259.0
0.0,-7.0,258.0
1.0,-8.0,260.0
2.0,-9.0,259.0
1.0,-9.0,259.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,258.0
2.0,-8.0,259.0
2.0,-6.0,260.0
1.0,-7.0,259.0
1.0,-9.0,258.0
1.0,-8.0,260.0
2.0,-8.0,258.0
1.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-7.0,260.0
2.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,261.0
1.0,-8.0,260.0
1.0,-8.0,260.0
2.0,-7.0,259.0
1.0,-7.0,257.0
2.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-9.0,259.0
2.0,-8.0,259.0
2.0,-8.0,260.0
1.0,-8.0,258.0
0.0,-8.0,260.0
2.0,-8.0,260.0
2.0,-9.0,260.0
2.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-7.0,260.0
1.0,-8.0,261.0
1.0,-7.0,261.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-9.0,258.0
1.0,-7.0,260.0
2.0,-8.0,259.0
2.0,-7.0,260.0
1.0,-7.0,259.0
2.0,-9.0,260.0
2.0,-8.0,260.0
2.0,-9.0,258.0
1.0,-9.0,257.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-9.0,259.0
1.0,-8.0,257.0
1.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-8.0,258.0
0.0,-7.0,261.0
1.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-7.0,260.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-8.0,260.0
0.0,-7.0,258.0
1.0,-7.0,261.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-9.0,261.0
2.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
2.0,-7.0,259.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-7.0,258.0
1.0,-7.0,259.0
1.0,-10.0,257.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-7.0,258.0
1.0,-8.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-9.0,259.0
1.0,-7.0,261.0
1.0,-8.0,257.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-7.0,259.0
1.0,-9.0,259.0
2.0,-9.0,259.0
1.0,-9.0,258.0
0.0,-9.0,259.0
1.0,-7.0,258.0
2.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-9.0,259.0
2.0,-9.0,259.0
1.0,-8.0,260.0
1.0,-9.0,258.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-8.0,261.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-9.0,259.0
1.0,-7.0,259.0
1.0,-8.0,257.0
2.0,-8.0,259.0
2.0,-8.0,259.0
1.0,-6.0,260.0
1.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-8.0,260.0
1.0,-6.0,259.0
1.0,-6.0,259.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-9.0,258.0
1.0,-9.0,258.0
2.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-8.0,257.0
0.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,258.0
1.0,-8.0,259.0
2.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-6.0,260.0
1.0,-9.0,261.0
2.0,-7.0,259.0
2.0,-7.0,262.0
1.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-6.0,260.0
1.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,258.0
1.0,-7.0,259.0
1.0,-8.0,258.0
1.0,-7.0,260.0
2.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-7.0,260.0
1.0,-8.0,259.0
2.0,-8.0,260.0
2.0,-6.0,259.0
1.0,-7.0,259.0
2.0,-9.0,259.0
2.0,-9.0,258.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-7.0,259.0
1.0,-8.0,258.0
2.0,-9.0,259.0
1.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-9.0,260.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,258.0
2.0,-9.0,260.0
1.0,-7.0,258.0
1.0,-8.0,259.0
0.0,-9.0,259.0
1.0,-8.0,259.0
2.0,-8.0,258.0
1.0,-7.0,260.0
2.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
2.0,-9.0,260.0
2.0,-7.0,258.0
2.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-9.0,258.0
1.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,259.0
2.0,-7.0,259.0
1.0,-7.0,261.0
1.0,-7.0,259.0
1.0,-8.0,259.0
2.0,-8.0,260.0
0.0,-8.0,259.0
1.0,-7.0,260.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-7.0,260.0
1.0,-8.0,260.0
1.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-6.0,259.0
0.0,-8.0,261.0
1.0,-8.0,260.0
1.0,-9.0,260.0
1.0,-8.0,259.0
0.0,-9.0,259.0
1.0,-8.0,261.0
1.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-9.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
2.0,-9.0,260.0
1.0,-9.0,259.0
2.0,-9.0,259.0
1.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-9.0,258.0
1.0,-8.0,258.0
1.0,-7.0,259.0
2.0,-7.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,257.0
1.0,-8.0,259.0
1.0,-7.0,260.0
0.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-8.0,260.0
2.0,-8.0,258.0
1.0,-7.0,260.0
1.0,-8.0,259.0
2.0,-8.0,260.0
1.0,-9.0,261.0
1.0,-7.0,259.0
1.0,-8.0,258.0
1.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-7.0,260.0
1.0,-9.0,260.0
1.0,-8.0,259.0
1.0,-8.0,260.0
0.0,-9.0,258.0
1.0,-7.0,258.0
1.0,-8.0,257.0
1.0,-7.0,259.0
1.0,-9.0,260.0
1.0,-7.0,259.0
1.0,-8.0,261.0
1.0,-9.0,259.0
1.0,-8.0,258.0
2.0,-7.0,259.0
1.0,-9.0,259.0
1.0,-8.0,259.0
2.0,-7.0,259.0
1.0,-8.0,261.0
1.0,-8.0,258.0
2.0,-7.0,259.0
2.0,-8.0,259.0
2.0,-8.0,259.0
1.0,-6.0,260.0
1.0,-7.0,259.0
1.0,-8.0,258.0
1.0,-8.0,260.0
1.0,-7.0,261.0
0.0,-8.0,258.0
1.0,-8.0,259.0
2.0,-8.0,260.0
2.0,-8.0,260.0
1.0,-8.0,259.0
2.0,-8.0,259.0
2.0,-7.0,258.0
2.0,-9.0,260.0
1.0,-7.0,259.0
2.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-7.0,258.0
0.0,-8.0,259.0
0.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-9.0,260.0
1.0,-7.0,259.0
1.0,-9.0,260.0
2.0,-9.0,261.0
2.0,-9.0,258.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-7.0,259.0
1.0,-9.0,259.0
1.0,-9.0,259.0
1.0,-7.0,259.0
1.0,-8.0,258.0
2.0,-9.0,259.0
2.0,-8.0,259.0
1.0,-9.0,258.0
1.0,-8.0,260.0
1.0,-10.0,259.0
0.0,-7.0,259.0
1.0,-7.0,259.0
1.0,-8.0,258.0
1.0,-8.0,258.0
1.0,-9.0,258.0
1.0,-7.0,257.0
1.0,-7.0,261.0
1.0,-8.0,258.0
3.0,-8.0,259.0
1.0,-9.0,258.0
2.0,-9.0,259.0
1.0,-7.0,259.0
1.0,-8.0,260.0
3.0,-9.0,260.0
1.0,-8.0,260.0
1.0,-9.0,258.0
1.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-7.0,259.0
0.0,-9.0,259.0
1.0,-8.0,261.0
2.0,-8.0,257.0
1.0,-9.0,258.0
1.0,-8.0,259.0
2.0,-8.0,258.0
0.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-6.0,260.0
0.0,-9.0,261.0
1.0,-8.0,259.0
1.0,-9.0,258.0
1.0,-9.0,258.0
1.0,-8.0,259.0
2.0,-8.0,258.0
2.0,-9.0,260.0
1.0,-8.0,257.0
1.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-7.0,260.0
1.0,-8.0,259.0
0.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-8.0,260.0
2.0,-8.0,258.0
2.0,-9.0,260.0
1.0,-8.0,260.0
1.0,-8.0,258.0
2.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-7.0,259.0
0.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,258.0
1.0,-7.0,260.0
1.0,-8.0,258.0
2.0,-7.0,258.0
1.0,-9.0,259.0
2.0,-7.0,260.0
1.0,-7.0,260.0
1.0,-8.0,259.0
2.0,-8.0,258.0
1.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-8.0,261.0
1.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-7.0,260.0
2.0,-7.0,259.0
2.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-8.0,260.0
1.0,-8.0,259.0
2.0,-8.0,260.0
1.0,-6.0,259.0
1.0,-8.0,258.0
1.0,-9.0,260.0
1.0,-8.0,259.0
2.0,-8.0,259.0
1.0,-8.0,260.0
2.0,-8.0,260.0
2.0,-7.0,259.0
1.0,-8.0,259.0
2.0,-8.0,259.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-8.0,258.0
2.0,-9.0,259.0
0.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-7.0,260.0
2.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-9.0,259.0
1.0,-8.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,258.0
2.0,-9.0,260.0
2.0,-8.0,258.0
1.0,-8.0,261.0
1.0,-9.0,258.0
1.0,-8.0,258.0
2.0,-7.0,260.0
2.0,-10.0,259.0
1.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-8.0,258.0
2.0,-9.0,260.0
1.0,-9.0,260.0
1.0,-8.0,259.0
1.0,-9.0,259.0
2.0,-8.0,260.0
1.0,-8.0,260.0
2.0,-9.0,258.0
1.0,-9.0,259.0
1.0,-9.0,258.0
2.0,-7.0,262.0
1.0,-8.0,260.0
2.0,-8.0,259.0
2.0,-9.0,259.0
1.0,-7.0,259.0
1.0,-8.0,261.0
1.0,-8.0,259.0
1.0,-7.0,258.0
1.0,-9.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
2.0,-7.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,260.0
2.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-8.0,260.0
2.0,-9.0,260.0
1.0,-9.0,259.0
1.0,-8.0,259.0
2.0,-8.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-7.0,259.0
2.0,-8.0,258.0
1.0,-8.0,258.0
1.0,-7.0,259.0
2.0,-8.0,259.0
0.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-7.0,259.0
2.0,-8.0,259.0
2.0,-9.0,258.0
2.0,-8.0,260.0
2.0,-9.0,258.0
1.0,-9.0,260.0
1.0,-7.0,259.0
1.0,-7.0,261.0
1.0,-8.0,261.0
1.0,-9.0,259.0
2.0,-8.0,258.0
2.0,-7.0,258.0
1.0,-7.0,258.0
1.0,-7.0,259.0
1.0,-8.0,260.0
2.0,-8.0,259.0
1.0,-6.0,260.0
2.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-9.0,258.0
2.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-8.0,260.0
2.0,-9.0,261.0
2.0,-7.0,259.0
1.0,-9.0,260.0
1.0,-7.0,259.0
1.0,-9.0,259.0
1.0,-9.0,260.0
1.0,-8.0,258.0
2.0,-9.0,258.0
2.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-7.0,260.0
2.0,-9.0,259.0
1.0,-8.0,259.0
2.0,-8.0,260.0
1.0,-8.0,259.0
2.0,-7.0,259.0
1.0,-7.0,258.0
2.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-9.0,258.0
1.0,-9.0,258.0
1.0,-6.0,260.0
1.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-9.0,260.0
2.0,-8.0,258.0
1.0,-7.0,260.0
2.0,-8.0,257.0
1.0,-7.0,261.0
2.0,-8.0,258.0
1.0,-8.0,258.0
1.0,-8.0,261.0
1.0,-9.0,258.0
1.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-8.0,258.0
1.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-7.0,259.0
2.0,-9.0,259.0
2.0,-8.0,260.0
2.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-7.0,259.0
3.0,-9.0,260.0
1.0,-7.0,260.0
1.0,-8.0,258.0
1.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-7.0,259.0
1.0,-7.0,258.0
2.0,-9.0,259.0
1.0,-9.0,259.0
2.0,-9.0,258.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
2.0,-8.0,259.0
2.0,-8.0,259.0
2.0,-7.0,258.0
1.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-9.0,260.0
1.0,-8.0,259.0
2.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-6.0,259.0
1.0,-8.0,259.0
2.0,-10.0,260.0
1.0,-8.0,258.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-7.0,259.0
2.0,-8.0,261.0
1.0,-9.0,258.0
2.0,-8.0,260.0
1.0,-7.0,259.0
1.0,-7.0,259.0
1.0,-8.0,258.0
1.0,-9.0,261.0
1.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-9.0,259.0
2.0,-8.0,258.0
1.0,-8.0,259.0
2.0,-9.0,259.0
2.0,-8.0,260.0
2.0,-10.0,259.0
1.0,-9.0,259.0
1.0,-9.0,258.0
2.0,-9.0,260.0
1.0,-8.0,258.0
2.0,-8.0,258.0
0.0,-7.0,259.0
1.0,-7.0,259.0
0.0,-7.0,259.0
2.0,-9.0,259.0
2.0,-10.0,258.0
2.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-9.0,259.0
1.0,-7.0,257.0
1.0,-7.0,259.0
2.0,-8.0,260.0
1.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-7.0,258.0
1.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-9.0,260.0
2.0,-9.0,261.0
2.0,-7.0,259.0
3.0,-7.0,260.0
1.0,-9.0,258.0
1.0,-7.0,259.0
1.0,-8.0,258.0
1.0,-8.0,259.0
2.0,-9.0,261.0
2.0,-8.0,258.0
2.0,-9.0,259.0
1.0,-8.0,260.0
1.0,-7.0,261.0
1.0,-8.0,260.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-6.0,258.0
1.0,-8.0,261.0
2.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-9.0,259.0
1.0,-9.0,260.0
1.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-8.0,260.0
1.0,-7.0,259.0
2.0,-7.0,258.0
1.0,-8.0,258.0
1.0,-8.0,260.0
2.0,-8.0,258.0
1.0,-6.0,260.0
2.0,-8.0,259.0
2.0,-9.0,260.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-7.0,259.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,261.0
1.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-9.0,257.0
1.0,-8.0,258.0
1.0,-8.0,260.0
1.0,-9.0,258.0
2.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-9.0,260.0
1.0,-8.0,261.0
1.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-9.0,259.0
1.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,259.0
2.0,-9.0,258.0
1.0,-7.0,257.0
1.0,-7.0,261.0
1.0,-8.0,260.0
1.0,-8.0,260.0
2.0,-10.0,259.0
2.0,-7.0,260.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-8.0,260.0
1.0,-9.0,258.0
1.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-9.0,259.0
1.0,-9.0,259.0
1.0,-9.0,260.0
1.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-8.0,259.0
1.0,-7.0,260.0
1.0,-8.0,260.0
1.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-8.0,261.0
0.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
2.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-7.0,259.0
1.0,-9.0,258.0
1.0,-9.0,259.0
1.0,-7.0,258.0
1.0,-9.0,258.0
1.0,-8.0,261.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-7.0,259.0
2.0,-8.0,258.0
0.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,258.0
1.0,-8.0,259.0
2.0,-9.0,261.0
1.0,-9.0,259.0
1.0,-9.0,262.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,258.0
1.0,-7.0,260.0
3.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-6.0,259.0
1.0,-7.0,259.0
2.0,-8.0,260.0
1.0,-8.0,258.0
2.0,-8.0,260.0
1.0,-8.0,258.0
1.0,-8.0,259.0
2.0,-8.0,259.0
2.0,-8.0,259.0
2.0,-9.0,260.0
1.0,-8.0,261.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-8.0,259.0
2.0,-9.0,259.0
1.0,-8.0,260.0
1.0,-9.0,259.0
1.0,-8.0,259.0
2.0,-9.0,260.0
1.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-7.0,260.0
1.0,-6.0,260.0
1.0,-8.0,259.0
2.0,-8.0,259.0
1.0,-8.0,257.0
2.0,-8.0,258.0
1.0,-8.0,260.0
1.0,-8.0,258.0
2.0,-7.0,259.0
2.0,-9.0,259.0
1.0,-9.0,259.0
1.0,-9.0,260.0
1.0,-7.0,258.0
1.0,-9.0,260.0
2.0,-8.0,258.0
1.0,-8.0,258.0
1.0,-9.0,259.0
2.0,-8.0,259.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-9.0,260.0
2.0,-9.0,258.0
1.0,-8.0,259.0
1.0,-9.0,260.0
2.0,-8.0,259.0
2.0,-8.0,258.0
2.0,-7.0,259.0
1.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-7.0,258.0
1.0,-7.0,259.0
1.0,-8.0,260.0
2.0,-9.0,259.0
1.0,-7.0,259.0
1.0,-9.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
2.0,-8.0,259.0
2.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-7.0,258.0
1.0,-8.0,260.0
1.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-8.0,258.0
1.0,-8.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
2.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-7.0,260.0
1.0,-8.0,258.0
1.0,-8.0,259.0
0.0,-8.0,261.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-9.0,260.0
1.0,-7.0,260.0
1.0,-8.0,259.0
2.0,-7.0,259.0
3.0,-8.0,258.0
1.0,-8.0,257.0
1.0,-9.0,261.0
2.0,-9.0,259.0
2.0,-8.0,258.0
2.0,-9.0,259.0
1.0,-10.0,258.0
1.0,-9.0,259.0
1.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-8.0,258.0
1.0,-8.0,260.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-7.0,259.0
2.0,-8.0,261.0
1.0,-8.0,259.0
1.0,-9.0,259.0
1.0,-8.0,259.0
2.0,-8.0,260.0
1.0,-8.0,260.0
2.0,-8.0,259.0
2.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-7.0,261.0
1.0,-9.0,258.0
1.0,-7.0,259.0
0.0,-7.0,260.0
1.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-9.0,258.0
2.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-9.0,259.0
2.0,-8.0,259.0
1.0,-8.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-9.0,260.0
1.0,-8.0,260.0
1.0,-7.0,261.0
2.0,-9.0,260.0
2.0,-8.0,259.0
2.0,-8.0,259.0
2.0,-8.0,260.0
1.0,-8.0,258.0
2.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-7.0,259.0
1.0,-8.0,259.0
2.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-8.0,260.0
1.0,-9.0,257.0
1.0,-7.0,259.0
1.0,-7.0,258.0
1.0,-8.0,259.0
1.0,-7.0,260.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-8.0,261.0
2.0,-9.0,259.0
1.0,-9.0,259.0
2.0,-8.0,259.0
1.0,-8.0,260.0
2.0,-9.0,259.0
1.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-7.0,258.0
1.0,-9.0,260.0
2.0,-9.0,258.0
1.0,-8.0,258.0
1.0,-8.0,259.0
2.0,-9.0,260.0
1.0,-8.0,260.0
1.0,-7.0,258.0
1.0,-8.0,259.0
0.0,-9.0,259.0
1.0,-9.0,259.0
2.0,-8.0,257.0
1.0,-8.0,258.0
2.0,-8.0,258.0
1.0,-8.0,259.0
2.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-8.0,259.0
1.0,-6.0,258.0
1.0,-9.0,259.0
1.0,-8.0,258.0
1.0,-7.0,259.0
1.0,-7.0,260.0
2.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-8.0,260.0
1.0,-7.0,260.0
2.0,-8.0,259.0
1.0,-8.0,258.0
1.0,-8.0,259.0
1.0,-9.0,259.0
2.0,-8.0,259.0
1.0,-8.0,260.0
2.0,-7.0,260.0
1.0,-8.0,261.0
1.0,-8.0,259.0
2.0,-7.0,262.0
1.0,-8.0,261.0
1.0,-8.0,259.0
1.0,-7.0,259.0
2.0,-8.0,259.0
1.0,-7.0,259.0
1.0,-9.0,259.0
2.0,-8.0,258.0
1.0,-8.0,260.0
2.0,-8.0,259.0
1.0,-8.0,261.0
1.0,-8.0,258.0
2.0,-7.0,258.0
2.0,-8.0,259.0
2.0,-7.0,259.0
1.0,-8.0,260.0
1.0,-10.0,259.0
1.0,-9.0,258.0
2.0,-8.0,259.0
1.0,-8.0,259.0
1.0,-8.0,258.0
